24-04-11--16-29-29

aug=mix
bsz=64
nb_nodes=100
model_lr=5e-05
nb_batch_per_epoch=400
data_path=./
checkpoint_model=n
aug_num=16
test_aug_num=16
num_state_encoder=1
dim_emb=128
dim_ff=512
nb_heads=8
action_k=15
state_k=[35]
problem=cvrp
nb_layers_state_encoder=2
nb_layers_action_encoder=2
nb_layers_decoder=3
nb_candidate_layers=3
nb_epochs=400
gamma=0.99
dim_input_nodes=2
batchnorm=False
gpu_id=0
nb_batch_eval=80
if_use_local_mask=False
if_agg_whole_graph=False
if_aug=True
if_test=True
tol=0.001
CAPACITIES={10: 20.0, 20: 30.0, 50: 40.0, 100: 50.0}


Epoch: 0, epoch time: 35.308min, tot time: 0.025day, L_base: 26.778, L_train: 21.686, update_model: True.
Epoch: 245, epoch time: 27.130min, tot time: 5.347day, L_base: 16.558, L_train: 16.576, update_model: False.
Epoch: 246, epoch time: 27.092min, tot time: 5.369day, L_base: 16.854, L_train: 16.862, update_model: False.
Epoch: 247, epoch time: 27.109min, tot time: 5.390day, L_base: 16.581, L_train: 16.584, update_model: False.
Epoch: 248, epoch time: 27.126min, tot time: 5.412day, L_base: 16.761, L_train: 16.776, update_model: False.
Epoch: 249, epoch time: 27.079min, tot time: 5.434day, L_base: 16.357, L_train: 16.338, update_model: True.
Epoch: 250, epoch time: 27.073min, tot time: 5.455day, L_base: 16.755, L_train: 16.752, update_model: True.
Epoch: 251, epoch time: 27.061min, tot time: 5.477day, L_base: 16.663, L_train: 16.674, update_model: False.
Epoch: 252, epoch time: 27.121min, tot time: 5.498day, L_base: 16.774, L_train: 16.772, update_model: True.
Epoch: 253, epoch time: 27.171min, tot time: 5.520day, L_base: 16.708, L_train: 16.710, update_model: False.
Epoch: 254, epoch time: 27.131min, tot time: 5.541day, L_base: 16.682, L_train: 16.687, update_model: False.
Epoch: 255, epoch time: 27.049min, tot time: 5.563day, L_base: 16.486, L_train: 16.481, update_model: True.
Epoch: 256, epoch time: 26.859min, tot time: 5.584day, L_base: 16.774, L_train: 16.770, update_model: True.
Epoch: 257, epoch time: 27.019min, tot time: 5.606day, L_base: 16.730, L_train: 16.714, update_model: True.
Epoch: 258, epoch time: 26.985min, tot time: 5.627day, L_base: 16.719, L_train: 16.727, update_model: False.
Epoch: 259, epoch time: 26.977min, tot time: 5.649day, L_base: 16.771, L_train: 16.772, update_model: False.
Epoch: 260, epoch time: 26.902min, tot time: 5.670day, L_base: 16.825, L_train: 16.847, update_model: False.
Epoch: 261, epoch time: 26.942min, tot time: 5.692day, L_base: 16.716, L_train: 16.724, update_model: False.
Epoch: 262, epoch time: 26.891min, tot time: 5.713day, L_base: 16.633, L_train: 16.650, update_model: False.
Epoch: 263, epoch time: 26.872min, tot time: 5.734day, L_base: 16.418, L_train: 16.417, update_model: False.
Epoch: 264, epoch time: 27.024min, tot time: 5.756day, L_base: 16.607, L_train: 16.588, update_model: True.
Epoch: 265, epoch time: 27.001min, tot time: 5.777day, L_base: 16.523, L_train: 16.541, update_model: False.
Epoch: 266, epoch time: 27.031min, tot time: 5.799day, L_base: 16.512, L_train: 16.513, update_model: False.
Epoch: 267, epoch time: 27.044min, tot time: 5.820day, L_base: 16.433, L_train: 16.431, update_model: True.
Epoch: 268, epoch time: 27.283min, tot time: 5.842day, L_base: 16.814, L_train: 16.811, update_model: True.
Epoch: 269, epoch time: 26.963min, tot time: 5.864day, L_base: 16.454, L_train: 16.449, update_model: True.
Epoch: 270, epoch time: 27.349min, tot time: 5.885day, L_base: 16.580, L_train: 16.571, update_model: True.
Epoch: 271, epoch time: 26.912min, tot time: 5.907day, L_base: 16.711, L_train: 16.706, update_model: True.
Epoch: 272, epoch time: 27.108min, tot time: 5.928day, L_base: 16.482, L_train: 16.479, update_model: True.
Epoch: 273, epoch time: 27.045min, tot time: 5.950day, L_base: 16.631, L_train: 16.612, update_model: True.
Epoch: 274, epoch time: 27.066min, tot time: 5.971day, L_base: 16.539, L_train: 16.548, update_model: False.
Epoch: 275, epoch time: 27.068min, tot time: 5.993day, L_base: 16.759, L_train: 16.768, update_model: False.
Epoch: 276, epoch time: 27.202min, tot time: 6.014day, L_base: 16.605, L_train: 16.608, update_model: False.
Epoch: 277, epoch time: 27.150min, tot time: 6.036day, L_base: 16.615, L_train: 16.612, update_model: True.
Epoch: 278, epoch time: 27.355min, tot time: 6.058day, L_base: 16.630, L_train: 16.628, update_model: True.
Epoch: 279, epoch time: 27.282min, tot time: 6.079day, L_base: 16.585, L_train: 16.576, update_model: True.
Epoch: 280, epoch time: 27.462min, tot time: 6.101day, L_base: 16.760, L_train: 16.767, update_model: False.
Epoch: 281, epoch time: 27.400min, tot time: 6.123day, L_base: 16.602, L_train: 16.596, update_model: True.
Epoch: 282, epoch time: 27.354min, tot time: 6.145day, L_base: 16.576, L_train: 16.568, update_model: True.
Epoch: 283, epoch time: 27.351min, tot time: 6.166day, L_base: 16.564, L_train: 16.578, update_model: False.
Epoch: 284, epoch time: 27.417min, tot time: 6.188day, L_base: 16.626, L_train: 16.612, update_model: True.
Epoch: 285, epoch time: 27.507min, tot time: 6.210day, L_base: 16.509, L_train: 16.515, update_model: False.
Epoch: 286, epoch time: 27.654min, tot time: 6.232day, L_base: 16.795, L_train: 16.793, update_model: True.
Epoch: 287, epoch time: 27.612min, tot time: 6.254day, L_base: 16.665, L_train: 16.665, update_model: False.
Epoch: 288, epoch time: 27.923min, tot time: 6.276day, L_base: 16.586, L_train: 16.597, update_model: False.
Epoch: 289, epoch time: 27.846min, tot time: 6.298day, L_base: 16.706, L_train: 16.708, update_model: False.
Epoch: 290, epoch time: 27.926min, tot time: 6.320day, L_base: 16.796, L_train: 16.790, update_model: True.
Epoch: 291, epoch time: 27.664min, tot time: 6.342day, L_base: 16.648, L_train: 16.645, update_model: True.
Epoch: 292, epoch time: 27.406min, tot time: 6.364day, L_base: 16.544, L_train: 16.565, update_model: False.
Epoch: 293, epoch time: 27.172min, tot time: 6.386day, L_base: 16.659, L_train: 16.679, update_model: False.
Epoch: 294, epoch time: 27.214min, tot time: 6.407day, L_base: 16.471, L_train: 16.491, update_model: False.
Epoch: 295, epoch time: 27.414min, tot time: 6.429day, L_base: 16.604, L_train: 16.606, update_model: False.
Epoch: 296, epoch time: 27.382min, tot time: 6.451day, L_base: 16.626, L_train: 16.647, update_model: False.
Epoch: 297, epoch time: 27.351min, tot time: 6.473day, L_base: 16.484, L_train: 16.482, update_model: True.
Epoch: 298, epoch time: 27.104min, tot time: 6.494day, L_base: 16.799, L_train: 16.811, update_model: False.
Epoch: 299, epoch time: 27.115min, tot time: 6.516day, L_base: 16.622, L_train: 16.620, update_model: True.
Epoch: 300, epoch time: 27.699min, tot time: 6.538day, L_base: 16.623, L_train: 16.627, update_model: False.
Epoch: 301, epoch time: 26.969min, tot time: 6.559day, L_base: 16.797, L_train: 16.777, update_model: True.
Epoch: 302, epoch time: 27.740min, tot time: 6.581day, L_base: 16.579, L_train: 16.583, update_model: False.
Epoch: 303, epoch time: 27.718min, tot time: 6.603day, L_base: 16.454, L_train: 16.447, update_model: True.
Epoch: 304, epoch time: 27.852min, tot time: 6.625day, L_base: 16.670, L_train: 16.668, update_model: True.
Epoch: 305, epoch time: 27.815min, tot time: 6.647day, L_base: 16.593, L_train: 16.606, update_model: False.
Epoch: 306, epoch time: 26.894min, tot time: 6.669day, L_base: 16.603, L_train: 16.601, update_model: True.
Epoch: 307, epoch time: 26.959min, tot time: 6.690day, L_base: 16.476, L_train: 16.459, update_model: True.
Epoch: 308, epoch time: 26.894min, tot time: 6.712day, L_base: 16.718, L_train: 16.720, update_model: False.
Epoch: 309, epoch time: 27.106min, tot time: 6.733day, L_base: 16.397, L_train: 16.402, update_model: False.
Epoch: 310, epoch time: 27.064min, tot time: 6.755day, L_base: 16.709, L_train: 16.722, update_model: False.
Epoch: 311, epoch time: 26.935min, tot time: 6.776day, L_base: 16.738, L_train: 16.736, update_model: True.
Epoch: 312, epoch time: 27.694min, tot time: 6.798day, L_base: 16.611, L_train: 16.607, update_model: True.
Epoch: 313, epoch time: 27.674min, tot time: 6.820day, L_base: 16.565, L_train: 16.566, update_model: False.
Epoch: 314, epoch time: 27.880min, tot time: 6.842day, L_base: 16.692, L_train: 16.697, update_model: False.
Epoch: 315, epoch time: 27.726min, tot time: 6.864day, L_base: 16.567, L_train: 16.559, update_model: True.
Epoch: 316, epoch time: 27.958min, tot time: 6.886day, L_base: 16.577, L_train: 16.555, update_model: True.
Epoch: 317, epoch time: 27.484min, tot time: 6.908day, L_base: 16.628, L_train: 16.644, update_model: False.
Epoch: 318, epoch time: 26.982min, tot time: 6.930day, L_base: 16.580, L_train: 16.582, update_model: False.
Epoch: 319, epoch time: 26.909min, tot time: 6.951day, L_base: 16.544, L_train: 16.543, update_model: False.
Epoch: 320, epoch time: 26.865min, tot time: 6.973day, L_base: 16.659, L_train: 16.662, update_model: False.
Epoch: 321, epoch time: 27.030min, tot time: 6.994day, L_base: 16.430, L_train: 16.437, update_model: False.
